Status,ip,@timestamp,tag,name
online,10.10.64.141,2021-11-19 22:41:28.469523,1,fpgalab1-z440-lnx.internal.synopsys.com
online,10.10.64.127,2021-11-19 22:41:28.469523,1,vgintskl114.internal.synopsys.com
online,10.10.64.126,2021-11-19 22:41:28.469523,1,vgintskl113.internal.synopsys.com
online,10.10.64.125,2021-11-19 22:41:28.469523,1,vgintskl112.internal.synopsys.com
online,10.10.64.124,2021-11-19 22:41:28.469523,1,vgintskl111.internal.synopsys.com
online,10.10.64.123,2021-11-19 22:41:28.469523,1,vgintskl110.internal.synopsys.com
online,10.10.64.121,2021-11-19 22:41:28.469523,1,aurah201.internal.synopsys.com
online,10.10.64.120,2021-11-19 22:41:28.469523,1,aurah305.internal.synopsys.com
online,10.10.64.118,2021-11-19 22:41:28.469523,1,aurah303.internal.synopsys.com
online,10.10.64.117,2021-11-19 22:41:28.469523,1,aurah302.internal.synopsys.com
online,10.10.64.119,2021-11-19 22:41:28.469523,1,aurah304.internal.synopsys.com
online,10.10.64.116,2021-11-19 22:41:28.469523,1,aurah301.internal.synopsys.com
online,10.10.64.114,2021-11-19 22:41:28.469523,1,vgzeburt76.internal.synopsys.com
online,10.10.64.115,2021-11-19 22:41:28.469523,1,aurah300.internal.synopsys.com
online,10.10.64.104,2021-11-19 22:41:28.469523,1,fpga256mem311.internal.synopsys.com
online,10.10.64.106,2021-11-19 22:41:28.469523,1,fpga256mem312.internal.synopsys.com
online,10.10.64.103,2021-11-19 22:41:28.469523,1,fpga256mem310.internal.synopsys.com
online,10.10.64.102,2021-11-19 22:41:28.469523,1,fpga256mem309.internal.synopsys.com
online,10.10.64.92,2021-11-19 22:41:28.469523,1,vgzeburt73.internal.synopsys.com
online,10.10.64.93,2021-11-19 22:41:28.469523,1,vgzeburt74.internal.synopsys.com
online,10.10.64.84,2021-11-19 22:41:28.469523,1,us01-vgzebulab-1.internal.synopsys.com
online,10.10.64.83,2021-11-19 22:41:28.469523,1,aurah101.internal.synopsys.com
online,10.10.64.81,2021-11-19 22:41:28.469523,1,eng18.internal.synopsys.com
online,10.10.64.80,2021-11-19 22:41:28.469523,1,eng16.internal.synopsys.com
online,10.10.64.77,2021-11-19 22:41:28.469523,1,vgemu1.internal.synopsys.com
online,10.10.64.76,2021-11-19 22:41:28.469523,1,vgzeburteval3.internal.synopsys.com
online,10.10.64.75,2021-11-19 22:41:28.469523,1,vgzeburteval2.internal.synopsys.com
online,10.10.64.73,2021-11-19 22:41:28.469523,1,vgzeburt70.internal.synopsys.com
online,10.10.64.72,2021-11-19 22:41:28.469523,1,vgzeburt69.internal.synopsys.com
online,10.10.64.71,2021-11-19 22:41:28.469523,1,vgzeburt63.internal.synopsys.com
online,10.10.64.68,2021-11-19 22:41:28.469523,1,vgzeburt60.internal.synopsys.com
online,10.10.64.67,2021-11-19 22:41:28.469523,1,vgzeburt59.internal.synopsys.com
online,10.10.64.66,2021-11-19 22:41:28.469523,1,vgzeburt58.internal.synopsys.com
online,10.10.64.65,2021-11-19 22:41:28.469523,1,vgzeburt57.internal.synopsys.com
online,10.10.64.63,2021-11-19 22:41:28.469523,1,vgzeburt55.internal.synopsys.com
online,10.10.64.64,2021-11-19 22:41:28.469523,1,vgzeburt56.internal.synopsys.com
online,10.10.64.61,2021-11-19 22:41:28.469523,1,vgzeburt53.internal.synopsys.com
online,10.10.64.60,2021-11-19 22:41:28.469523,1,vgzeburt52.internal.synopsys.com
online,10.10.64.58,2021-11-19 22:41:28.469523,1,vgzeburt50.internal.synopsys.com
online,10.10.64.57,2021-11-19 22:41:28.469523,1,vgzeburt49.internal.synopsys.com
online,10.10.64.56,2021-11-19 22:41:28.469523,1,vgzeburt48.internal.synopsys.com
online,10.10.64.55,2021-11-19 22:41:28.469523,1,vgzeburt47.internal.synopsys.com
online,10.10.64.53,2021-11-19 22:41:28.469523,1,vgzeburt45.internal.synopsys.com
online,10.10.64.54,2021-11-19 22:41:28.469523,1,vgzeburt46.internal.synopsys.com
online,10.10.64.50,2021-11-19 22:41:28.469523,1,vgzeburt42.internal.synopsys.com
online,10.10.64.49,2021-11-19 22:41:28.469523,1,vgzeburt41.internal.synopsys.com
online,10.10.64.48,2021-11-19 22:41:28.469523,1,vgzeburt40.internal.synopsys.com
online,10.10.64.47,2021-11-19 22:41:28.469523,1,vgzeburt39.internal.synopsys.com
online,10.10.64.46,2021-11-19 22:41:28.469523,1,vgzeburt38.internal.synopsys.com
online,10.10.68.40,2021-11-19 22:41:28.469523,1,mb120bmc.internal.synopsys.com
online,10.10.71.253,2021-11-19 22:41:28.469523,1,10.10.71.253
online,10.10.68.31,2021-11-19 22:41:28.469523,1,zebulab-power.internal.synopsys.com
online,10.10.68.17,2021-11-19 22:41:28.469523,1,aurasysmgr11.internal.synopsys.com
online,10.10.68.15,2021-11-19 22:41:28.469523,1,java-lab-test.internal.synopsys.com
online,10.10.68.8,2021-11-19 22:41:28.469523,1,eng17-mgmt.internal.synopsys.com
